date,region,Fine dust 1 hour (ã/ã¥),Fine dust 24 hour (ã/ã¥),Ultra fine dust(ã/ã¥),Ozon(ppm),NO2(ppm),CO(ppm),SO2(ppm)
201904302300,종로구,27,34,14,0.019,0.046,0.5,0.003
201904302300,중구,25,30,14,0.022,0.047,0.5,0.003
201904302300,용산구,20,28,12,0.018,0.049,0.5,0.003
201904302300,은평구,32,44,15,0.032,0.028,0.4,0.004
201904302300,마포구,33,42,21,0.015,0.036,0.4,0.004
201904302300,서대문구,27,42,15,0.021,0.036,0.8,0.003
201904302300,광진구,25,37,17,0.024,0.035,0.7,0.003
201904302300,성동구,27,37,16,0.024,0.043,0.5,0.003
201904302300,강북구,43,40,20,0.027,0.025,0.5,0.002
201904302300,노원구,42,38,26,0.005,0.057,0.7,0.004
201904302300,중랑구,26,32,20,0.025,0.031,0.4,0.006
201904302300,동대문구,23,31,15,0.022,0.046,0.5,0.004
201904302300,도봉구,33,40,19,0.045,0.012,0.4,0.004
201904302300,성북구,33,44,13,0.027,0.035,0.5,0.003
201904302300,관악구,27,39,15,0.023,0.041,0.4,0.003
201904302300,금천구,29,35,15,0.016,0.047,0.5,0.003
201904302300,영등포구,34,44,28,0.014,0.041,0.5,0.003
201904302300,구로구,24,34,17,0.015,0.039,0.3,0.004
201904302300,강서구,20,33,10,0.032,0.032,0.5,0.008
201904302300,양천구,28,32,14,0.025,0.037,0.5,0.004
201904302300,동작구,32,35,18,0.024,0.043,0.4,0.003
201904302300,송파구,34,38,21,0.016,0.046,0.5,0.003
201904302300,강남구,28,31,17,0.015,0.041,0.5,0.006
201904302300,강동구,31,35,18,0.024,0.038,0.5,0.003
201904302300,서초구,37,42,21,0.014,0.046,0.3,0.004
201904302200,종로구,30,35,16,0.029,0.036,0.5,0.004
201904302200,중구,27,31,14,0.03,0.041,0.5,0.003
201904302200,용산구,24,29,16,0.025,0.042,0.5,0.003
201904302200,마포구,42,45,0,0.022,0.033,0.4,0.004
201904302200,서대문구,33,45,15,0.03,0.029,0.7,0.003
201904302200,은평구,37,47,17,0.032,0.028,0.4,0.004
201904302200,성북구,47,46,20,0.027,0.037,0.6,0.003
201904302200,중랑구,35,33,22,0.026,0.03,0.5,0.005
201904302200,광진구,34,40,20,0.026,0.035,0.7,0.003
201904302200,성동구,28,39,15,0.029,0.042,0.5,0.003
201904302200,노원구,41,38,24,0.006,0.057,0.7,0.004
201904302200,도봉구,44,41,18,0.042,0.015,0.5,0.004
201904302200,강북구,40,41,19,0.032,0.022,0.6,0.002
201904302200,동대문구,31,33,18,0.035,0.033,0.5,0.005
201904302200,관악구,0,44,0,0.021,0.044,0.5,0.003
201904302200,양천구,25,34,13,0.029,0.033,0.5,0.003
201904302200,동작구,32,37,18,0.032,0.033,0.4,0.003
201904302200,강서구,29,36,14,0.036,0.03,0.5,0.007
201904302200,금천구,32,38,21,0.02,0.043,0.5,0.003
201904302200,영등포구,48,47,23,0.026,0.027,0.4,0.003
201904302200,구로구,34,37,17,0.021,0.035,0.3,0.004
201904302200,강남구,29,31,19,0.024,0.032,0.4,0.006
201904302200,송파구,37,39,21,0.023,0.041,0.5,0.003
201904302200,강동구,37,35,22,0.026,0.039,0.6,0.003
201904302200,서초구,34,44,18,0.025,0.036,0.3,0.004
201904302100,용산구,34,29,19,0.029,0.041,0.6,0.003
201904302100,종로구,39,35,20,0.031,0.038,0.6,0.004
201904302100,중구,33,32,16,0.044,0.028,0.4,0.003
201904302100,마포구,37,45,19,0.029,0.028,0.4,0.004
201904302100,은평구,49,49,27,0.035,0.03,0.4,0.004
201904302100,서대문구,43,48,24,0.033,0.03,0.7,0.003
201904302100,도봉구,40,42,18,0.047,0.013,0.5,0.004
201904302100,동대문구,38,33,20,0.036,0.035,0.5,0.004
201904302100,노원구,40,37,21,0.034,0.025,0.5,0.003
201904302100,광진구,44,40,21,0.031,0.032,0.7,0.003
201904302100,성북구,47,47,19,0.028,0.038,0.6,0.003
201904302100,강북구,40,41,20,0.04,0.02,0.5,0.002
201904302100,성동구,41,41,17,0.034,0.037,0.5,0.004
201904302100,중랑구,37,32,23,0.029,0.028,0.5,0.006
201904302100,영등포구,48,47,34,0.027,0.03,0.5,0.003
201904302100,구로구,26,38,11,0.035,0.025,0.3,0.004
201904302100,양천구,33,37,16,0.03,0.035,0.5,0.002
201904302100,동작구,35,39,20,0.038,0.031,0.4,0.003
201904302100,관악구,0,44,0,0.037,0.03,0.4,0.003
201904302100,강서구,40,37,22,0.031,0.036,0.5,0.006
201904302100,금천구,33,39,22,0.031,0.034,0.5,0.004
201904302100,강동구,39,35,23,0.03,0.035,0.5,0.004
201904302100,서초구,43,46,25,0.033,0.032,0.3,0.004
201904302100,송파구,42,40,23,0.029,0.038,0.6,0.003
201904302100,강남구,38,32,19,0.027,0.031,0.4,0.005
201904302000,종로구,41,34,20,0.037,0.033,0.6,0.003
201904302000,용산구,33,29,19,0.028,0.046,0.5,0.003
201904302000,중구,34,32,17,0.045,0.03,0.5,0.003
201904302000,서대문구,52,49,23,0.035,0.031,0.7,0.003
201904302000,마포구,49,46,21,0.034,0.025,0.4,0.004
201904302000,은평구,56,49,21,0.041,0.027,0.4,0.004
201904302000,중랑구,38,31,21,0.036,0.024,0.5,0.006
201904302000,광진구,0,42,20,0.037,0.029,0.7,0.003
201904302000,강북구,43,41,18,0.049,0.015,0.4,0.002
201904302000,노원구,41,35,21,0.039,0.02,0.4,0.003
201904302000,동대문구,37,32,19,0.044,0.029,0.5,0.005
201904302000,성동구,35,43,18,0.042,0.032,0.5,0.003
201904302000,성북구,48,47,19,0.032,0.037,0.6,0.003
201904302000,도봉구,44,42,18,0.05,0.012,0.4,0.004
201904302000,영등포구,49,47,32,0.033,0.027,0.6,0.002
201904302000,구로구,38,41,21,0.041,0.022,0.3,0.004
201904302000,양천구,38,38,18,0.04,0.024,0.5,0.004
201904302000,관악구,40,46,21,0.046,0.023,0.3,0.003
201904302000,금천구,40,41,23,0.036,0.031,0.4,0.003
201904302000,강서구,45,37,25,0.046,0.024,0.5,0.006
201904302000,동작구,41,40,21,0.046,0.027,0.4,0.003
201904302000,강남구,36,31,22,0.028,0.031,0.5,0.006
201904302000,서초구,48,47,23,0.044,0.024,0.3,0.004
201904302000,송파구,40,41,24,0.027,0.043,0.6,0.003
201904302000,강동구,38,35,22,0.037,0.028,0.5,0.003
201904301900,중구,29,31,15,0.054,0.024,0.4,0.003
201904301900,용산구,26,28,17,0.035,0.042,0.4,0.003
201904301900,종로구,35,33,18,0.047,0.024,0.5,0.004
201904301900,서대문구,49,48,23,0.045,0.022,0.7,0.003
201904301900,은평구,51,49,22,0.045,0.026,0.4,0.004
201904301900,마포구,48,46,21,0.04,0.023,0.4,0.004
201904301900,광진구,37,42,19,0.044,0.024,0.6,0.004
201904301900,도봉구,41,40,19,0.052,0.014,0.4,0.004
201904301900,동대문구,36,30,17,0.055,0.022,0.4,0.005
201904301900,중랑구,35,29,20,0.043,0.021,0.3,0.006
201904301900,성북구,51,47,15,0.036,0.034,0.5,0.003
201904301900,강북구,50,38,18,0.052,0.014,0.4,0.003
201904301900,노원구,44,33,23,0.043,0.021,0.4,0.003
201904301900,성동구,35,47,17,0.047,0.032,0.4,0.003
201904301900,구로구,42,44,17,0.042,0.025,0.3,0.004
201904301900,강서구,36,36,21,0.053,0.021,0.5,0.005
201904301900,양천구,40,39,20,0.044,0.022,0.4,0.004
201904301900,관악구,45,50,24,0.049,0.026,0.3,0.003
201904301900,동작구,47,40,23,0.047,0.034,0.4,0.004
201904301900,영등포구,48,46,25,0.033,0.027,0.4,0.002
201904301900,금천구,52,43,29,0.035,0.039,0.5,0.004
201904301900,강남구,32,29,22,0.035,0.029,0.4,0.005
201904301900,강동구,37,34,24,0.045,0.026,0.4,0.003
201904301900,서초구,46,49,21,0.044,0.028,0.3,0.004
201904301900,송파구,39,41,25,0.036,0.042,0.5,0.003
201904301800,중구,30,31,17,0.064,0.019,0.4,0.003
201904301800,용산구,30,27,20,0.051,0.033,0.4,0.003
201904301800,종로구,34,32,17,0.052,0.023,0.5,0.004
201904301800,은평구,51,46,16,0.052,0.021,0.4,0.004
201904301800,마포구,38,45,18,0.04,0.022,0.4,0.004
201904301800,서대문구,52,47,19,0.05,0.02,0.6,0.003
201904301800,성북구,51,44,20,0.046,0.029,0.5,0.003
201904301800,노원구,36,31,20,0.051,0.019,0.4,0.003
201904301800,동대문구,32,28,17,0.064,0.021,0.3,0.005
201904301800,광진구,38,43,22,0.054,0.023,0.6,0.003
201904301800,성동구,40,48,24,0.062,0.031,0.4,0.004
201904301800,도봉구,47,39,18,0.06,0.013,0.4,0.004
201904301800,강북구,47,35,21,0.056,0.016,0.4,0.003
201904301800,중랑구,32,28,20,0.059,0.014,0.2,0.005
201904301800,구로구,37,44,28,0.054,0.02,0.2,0.004
201904301800,금천구,0,40,0,0.0,0.0,0.0,0.0
201904301800,강서구,35,35,19,0.058,0.017,0.4,0.007
201904301800,양천구,40,38,19,0.044,0.025,0.4,0.004
201904301800,영등포구,47,45,24,0.039,0.025,0.4,0.003
201904301800,동작구,44,37,25,0.06,0.028,0.4,0.004
201904301800,관악구,45,50,27,0.057,0.025,0.3,0.003
201904301800,강남구,34,28,22,0.042,0.025,0.4,0.005
201904301800,송파구,43,40,29,0.049,0.039,0.5,0.003
201904301800,서초구,45,49,21,0.055,0.024,0.2,0.004
201904301800,강동구,39,32,25,0.052,0.027,0.4,0.004
201904301700,종로구,37,31,18,0.06,0.023,0.5,0.003
201904301700,용산구,35,25,23,0.062,0.03,0.4,0.003
201904301700,중구,35,32,22,0.076,0.016,0.4,0.003
201904301700,마포구,41,46,23,0.053,0.015,0.3,0.004
201904301700,서대문구,50,45,19,0.059,0.016,0.6,0.003
201904301700,은평구,51,44,24,0.058,0.018,0.3,0.004
201904301700,도봉구,38,38,14,0.068,0.012,0.3,0.004
201904301700,광진구,56,42,30,0.063,0.022,0.6,0.003
201904301700,동대문구,35,27,21,0.075,0.017,0.4,0.004
201904301700,성북구,0,40,20,0.054,0.025,0.5,0.003
201904301700,성동구,57,47,26,0.069,0.032,0.4,0.004
201904301700,강북구,37,33,16,0.062,0.018,0.4,0.002
201904301700,중랑구,32,27,22,0.066,0.015,0.3,0.006
201904301700,노원구,28,30,17,0.058,0.016,0.3,0.004
201904301700,양천구,41,36,21,0.054,0.02,0.4,0.004
201904301700,관악구,56,48,28,0.064,0.023,0.3,0.003
201904301700,금천구,0,36,0,0.0,0.0,0.0,0.0
201904301700,동작구,47,35,28,0.066,0.026,0.4,0.004
201904301700,구로구,48,44,28,0.062,0.017,0.3,0.004
201904301700,강서구,38,34,18,0.067,0.015,0.4,0.005
201904301700,영등포구,47,45,29,0.045,0.021,0.5,0.003
201904301700,강남구,37,26,26,0.053,0.024,0.3,0.006
201904301700,강동구,43,30,26,0.063,0.022,0.4,0.004
201904301700,송파구,53,38,39,0.065,0.033,0.4,0.003
201904301700,서초구,50,48,32,0.066,0.022,0.2,0.004
201904301600,중구,33,31,20,0.095,0.02,0.4,0.004
201904301600,용산구,30,24,21,0.071,0.033,0.4,0.003
201904301600,종로구,33,30,16,0.071,0.024,0.4,0.004
201904301600,서대문구,52,44,24,0.071,0.016,0.6,0.003
201904301600,마포구,50,47,28,0.061,0.014,0.3,0.004
201904301600,은평구,53,41,22,0.072,0.015,0.3,0.004
201904301600,광진구,48,39,35,0.065,0.023,0.6,0.003
201904301600,강북구,29,32,14,0.069,0.013,0.4,0.002
201904301600,성동구,57,45,28,0.081,0.03,0.4,0.004
201904301600,성북구,0,38,33,0.063,0.027,0.5,0.003
201904301600,동대문구,27,25,17,0.088,0.018,0.3,0.004
201904301600,중랑구,31,26,19,0.07,0.017,0.3,0.007
201904301600,노원구,30,30,18,0.061,0.015,0.3,0.003
201904301600,도봉구,36,39,14,0.07,0.011,0.3,0.004
201904301600,양천구,45,34,25,0.063,0.02,0.4,0.004
201904301600,강서구,40,32,21,0.076,0.015,0.4,0.005
201904301600,영등포구,42,44,39,0.055,0.02,0.3,0.003
201904301600,관악구,66,45,42,0.072,0.023,0.3,0.003
201904301600,동작구,43,31,25,0.071,0.026,0.4,0.004
201904301600,금천구,47,34,27,0.059,0.029,0.4,0.004
201904301600,구로구,58,41,37,0.07,0.017,0.2,0.004
201904301600,송파구,48,35,32,0.066,0.035,0.4,0.003
201904301600,강남구,29,23,20,0.063,0.022,0.3,0.005
201904301600,서초구,65,46,36,0.077,0.02,0.2,0.004
201904301600,강동구,34,28,21,0.061,0.025,0.4,0.003
201904301500,용산구,23,23,15,0.06,0.032,0.4,0.002
201904301500,종로구,31,30,15,0.064,0.025,0.4,0.004
201904301500,중구,0,30,0,0.0,0.0,0.0,0.0
201904301500,마포구,48,45,28,0.067,0.014,0.3,0.004
201904301500,은평구,35,38,24,0.076,0.013,0.3,0.004
201904301500,서대문구,41,41,27,0.072,0.015,0.6,0.003
201904301500,광진구,43,37,32,0.05,0.025,0.6,0.003
201904301500,동대문구,23,25,15,0.079,0.017,0.3,0.004
201904301500,중랑구,29,24,18,0.059,0.019,0.3,0.006
201904301500,성북구,44,37,22,0.058,0.029,0.5,0.003
201904301500,강북구,37,32,15,0.07,0.013,0.3,0.002
201904301500,성동구,44,42,24,0.066,0.029,0.4,0.003
201904301500,도봉구,38,38,24,0.073,0.011,0.3,0.004
201904301500,노원구,34,29,22,0.06,0.019,0.4,0.003
201904301500,금천구,47,30,27,0.061,0.033,0.4,0.004
201904301500,강서구,30,30,17,0.083,0.016,0.3,0.004
201904301500,영등포구,42,43,29,0.051,0.019,0.3,0.003
201904301500,양천구,33,31,21,0.068,0.017,0.4,0.003
201904301500,구로구,0,36,38,0.072,0.016,0.2,0.004
201904301500,동작구,31,29,20,0.07,0.024,0.4,0.003
201904301500,관악구,50,40,36,0.07,0.021,0.2,0.003
201904301500,송파구,37,31,30,0.048,0.035,0.5,0.003
201904301500,서초구,50,40,34,0.064,0.023,0.2,0.004
201904301500,강동구,25,26,17,0.047,0.027,0.4,0.003
201904301500,강남구,21,22,14,0.05,0.023,0.3,0.005
201904301400,종로구,32,29,18,0.057,0.027,0.4,0.004
201904301400,중구,0,29,0,0.0,0.0,0.0,0.0
201904301400,용산구,20,23,14,0.049,0.033,0.4,0.003
201904301400,은평구,45,38,29,0.071,0.015,0.3,0.004
201904301400,마포구,40,46,29,0.055,0.015,0.3,0.004
201904301400,서대문구,50,41,31,0.065,0.017,0.6,0.003
201904301400,성동구,42,43,19,0.055,0.028,0.4,0.004
201904301400,광진구,35,35,23,0.04,0.027,0.6,0.003
201904301400,동대문구,28,25,17,0.066,0.023,0.4,0.005
201904301400,도봉구,48,36,27,0.06,0.017,0.4,0.004
201904301400,노원구,32,28,20,0.043,0.03,0.5,0.003
201904301400,강북구,39,30,20,0.064,0.017,0.4,0.002
201904301400,중랑구,27,22,20,0.047,0.022,0.3,0.006
201904301400,성북구,42,36,24,0.052,0.031,0.5,0.003
201904301400,금천구,27,27,14,0.055,0.023,0.4,0.004
201904301400,영등포구,47,44,32,0.042,0.019,0.3,0.005
201904301400,양천구,24,33,14,0.062,0.016,0.3,0.004
201904301400,관악구,37,38,26,0.057,0.02,0.3,0.003
