date,region,Fine dust 1 hour (ã/ã¥),Fine dust 24 hour (ã/ã¥),Ultra fine dust(ã/ã¥),Ozon(ppm),NO2(ppm),CO(ppm),SO2(ppm)
201909302300,종로구,69,59,49,0.013,0.064,0.8,0.004
201909302300,중구,82,59,56,0.008,0.074,0.8,0.003
201909302300,용산구,68,58,64,0.028,0.037,0.7,0.003
201909302300,은평구,69,66,50,0.036,0.029,0.8,0.004
201909302300,마포구,0,0,0,0.0,0.0,0.0,0.0
201909302300,서대문구,90,67,36,0.032,0.028,0.9,0.004
201909302300,광진구,70,65,41,0.001,0.065,0.9,0.004
201909302300,성동구,56,59,39,0.004,0.084,0.9,0.004
201909302300,강북구,70,57,44,0.054,0.016,0.7,0.003
201909302300,노원구,50,45,41,0.015,0.034,0.7,0.004
201909302300,중랑구,0,0,0,0.0,0.0,0.0,0.0
201909302300,동대문구,0,0,0,0.0,0.0,0.0,0.0
201909302300,도봉구,47,47,34,0.038,0.03,0.6,0.002
201909302300,성북구,80,66,38,0.018,0.05,0.9,0.003
201909302300,관악구,0,0,0,0.0,0.0,0.0,0.0
201909302300,금천구,62,57,47,0.008,0.066,0.8,0.003
201909302300,영등포구,112,74,61,0.022,0.05,0.7,0.002
201909302300,구로구,76,61,49,0.041,0.037,0.5,0.004
201909302300,강서구,93,69,67,0.024,0.038,0.7,0.005
201909302300,양천구,106,79,62,0.026,0.042,0.7,0.005
201909302300,동작구,128,84,59,0.021,0.044,0.7,0.003
201909302300,송파구,80,60,60,0.008,0.08,0.8,0.003
201909302300,강남구,96,78,60,0.003,0.083,0.7,0.003
201909302300,강동구,41,58,39,0.01,0.065,0.6,0.003
201909302300,서초구,78,59,50,0.011,0.072,0.8,0.004
201909302200,종로구,75,56,53,0.035,0.037,0.7,0.004
201909302200,중구,76,56,51,0.047,0.035,0.7,0.004
201909302200,용산구,70,55,62,0.029,0.044,0.7,0.003
201909302200,마포구,0,0,0,0.0,0.0,0.0,0.0
201909302200,서대문구,90,66,43,0.037,0.029,0.9,0.004
201909302200,은평구,81,67,52,0.03,0.038,0.9,0.004
201909302200,성북구,80,65,38,0.031,0.042,0.8,0.003
201909302200,중랑구,0,0,0,0.0,0.0,0.0,0.0
201909302200,광진구,82,66,54,0.005,0.066,0.9,0.004
201909302200,성동구,80,59,53,0.026,0.068,0.9,0.005
201909302200,노원구,48,46,37,0.016,0.036,0.7,0.004
201909302200,도봉구,52,46,0,0.038,0.031,0.7,0.003
201909302200,강북구,73,58,48,0.059,0.016,0.7,0.003
201909302200,동대문구,0,0,0,0.0,0.0,0.0,0.0
201909302200,관악구,0,0,0,0.0,0.0,0.0,0.0
201909302200,양천구,93,76,56,0.039,0.036,0.7,0.006
201909302200,동작구,111,81,57,0.032,0.037,0.6,0.004
201909302200,강서구,82,67,56,0.041,0.028,0.7,0.008
201909302200,금천구,59,56,45,0.02,0.059,0.8,0.003
201909302200,영등포구,92,77,58,0.031,0.048,0.7,0.002
201909302200,구로구,78,61,0,0.035,0.045,0.6,0.005
201909302200,강남구,124,76,78,0.032,0.053,0.8,0.004
201909302200,송파구,84,58,62,0.019,0.075,0.8,0.004
201909302200,강동구,63,58,53,0.007,0.086,0.7,0.004
201909302200,서초구,78,57,48,0.017,0.069,0.7,0.004
201909302100,용산구,72,58,66,0.041,0.042,0.7,0.003
201909302100,종로구,78,57,55,0.046,0.032,0.7,0.004
201909302100,중구,79,57,53,0.054,0.033,0.7,0.004
201909302100,마포구,0,0,0,0.0,0.0,0.0,0.0
201909302100,은평구,81,65,52,0.025,0.051,0.9,0.004
201909302100,서대문구,84,63,43,0.051,0.026,0.9,0.004
201909302100,도봉구,59,46,39,0.063,0.02,0.6,0.003
201909302100,동대문구,0,0,0,0.0,0.0,0.0,0.0
201909302100,노원구,48,43,36,0.005,0.05,0.7,0.004
201909302100,광진구,90,66,62,0.032,0.051,0.9,0.005
201909302100,성북구,111,67,46,0.045,0.034,0.8,0.003
201909302100,강북구,77,58,52,0.058,0.02,0.7,0.003
201909302100,성동구,92,60,55,0.028,0.073,0.8,0.004
201909302100,중랑구,0,0,0,0.0,0.0,0.0,0.0
201909302100,영등포구,0,0,57,0.02,0.064,0.7,0.003
201909302100,구로구,78,59,50,0.032,0.053,0.5,0.005
201909302100,양천구,95,74,55,0.025,0.055,0.7,0.006
201909302100,동작구,105,78,53,0.042,0.033,0.6,0.004
201909302100,관악구,0,0,0,0.0,0.0,0.0,0.0
201909302100,강서구,84,66,57,0.035,0.041,0.9,0.008
201909302100,금천구,62,57,45,0.032,0.042,0.7,0.004
201909302100,강동구,83,55,67,0.022,0.078,0.8,0.004
201909302100,서초구,73,55,44,0.04,0.052,0.6,0.003
201909302100,송파구,83,54,62,0.038,0.061,0.7,0.004
201909302100,강남구,105,68,63,0.043,0.05,0.7,0.004
201909302000,종로구,89,53,60,0.051,0.035,0.7,0.004
201909302000,용산구,87,57,68,0.061,0.045,0.7,0.004
201909302000,중구,85,53,55,0.063,0.036,0.7,0.004
201909302000,서대문구,89,62,41,0.061,0.026,0.8,0.004
201909302000,마포구,0,0,0,0.0,0.0,0.0,0.0
201909302000,은평구,90,67,55,0.058,0.038,0.8,0.005
201909302000,중랑구,0,0,0,0.0,0.0,0.0,0.0
201909302000,광진구,101,64,62,0.062,0.039,0.8,0.005
201909302000,강북구,71,56,46,0.067,0.023,0.6,0.003
201909302000,노원구,44,41,31,0.004,0.055,0.7,0.004
201909302000,동대문구,0,0,0,0.0,0.0,0.0,0.0
201909302000,성동구,74,55,48,0.049,0.066,0.7,0.004
201909302000,성북구,74,58,31,0.053,0.038,0.8,0.004
201909302000,도봉구,46,44,26,0.073,0.02,0.5,0.003
201909302000,영등포구,0,57,0,0.026,0.064,0.9,0.002
201909302000,구로구,74,58,44,0.043,0.052,0.5,0.005
201909302000,양천구,89,72,53,0.036,0.048,0.7,0.005
201909302000,관악구,0,0,0,0.0,0.0,0.0,0.0
201909302000,금천구,62,55,44,0.034,0.049,0.7,0.004
201909302000,강서구,79,65,53,0.038,0.047,0.7,0.007
201909302000,동작구,104,75,57,0.05,0.035,0.6,0.004
201909302000,강남구,93,63,57,0.063,0.046,0.6,0.004
201909302000,서초구,75,55,45,0.053,0.053,0.5,0.004
201909302000,송파구,82,53,56,0.059,0.051,0.7,0.004
201909302000,강동구,82,46,60,0.049,0.06,0.7,0.003
201909301900,중구,71,46,44,0.074,0.04,0.7,0.004
201909301900,용산구,81,49,60,0.067,0.059,0.7,0.004
201909301900,종로구,71,47,50,0.056,0.043,0.7,0.004
201909301900,서대문구,95,61,44,0.07,0.037,0.8,0.005
201909301900,은평구,105,64,55,0.075,0.038,0.8,0.005
201909301900,마포구,0,0,0,0.0,0.0,0.0,0.0
201909301900,광진구,95,54,54,0.067,0.046,0.8,0.005
201909301900,도봉구,47,42,25,0.074,0.021,0.5,0.003
201909301900,동대문구,0,0,0,0.0,0.0,0.0,0.0
201909301900,중랑구,0,0,0,0.0,0.0,0.0,0.0
201909301900,성북구,74,57,31,0.057,0.041,0.7,0.003
201909301900,강북구,62,55,37,0.069,0.026,0.6,0.003
201909301900,노원구,49,41,33,0.021,0.045,0.6,0.004
201909301900,성동구,82,51,42,0.068,0.066,0.7,0.004
201909301900,구로구,66,57,40,0.063,0.046,0.5,0.006
201909301900,강서구,89,65,58,0.053,0.041,0.7,0.006
201909301900,양천구,100,68,61,0.05,0.047,0.7,0.005
201909301900,관악구,0,0,0,0.0,0.0,0.0,0.0
201909301900,동작구,117,70,58,0.061,0.038,0.5,0.004
