date,region,Fine dust 1 hour (ã/ã¥),Fine dust 24 hour (ã/ã¥),Ultra fine dust(ã/ã¥),Ozon(ppm),NO2(ppm),CO(ppm),SO2(ppm)
201901311900,양천구,81,65,20,0.018,0.025,0.5,0.005
201901311900,구로구,93,73,8,0.018,0.021,0.3,0.006
201901311900,서초구,81,73,6,0.019,0.023,0.2,0.005
201901311900,강남구,63,61,22,0.01,0.029,0.5,0.005
201901311900,강동구,67,63,18,0.009,0.033,0.4,0.005
201901311900,송파구,78,73,14,0.006,0.039,0.5,0.003
201901311800,종로구,72,54,16,0.015,0.024,0.5,0.004
201901311800,용산구,56,60,13,0.012,0.031,0.4,0.004
201901311800,중구,68,60,16,0.02,0.022,0.4,0.004
201901311800,서대문구,88,78,10,0.019,0.017,0.5,0.003
201901311800,마포구,87,79,14,0.017,0.016,0.4,0.003
201901311800,은평구,90,82,16,0.022,0.018,0.6,0.006
201901311800,동대문구,74,67,18,0.017,0.022,0.4,0.009
201901311800,중랑구,65,60,17,0.016,0.021,0.5,0.006
201901311800,성북구,79,66,14,0.019,0.024,0.6,0.004
201901311800,노원구,76,61,21,0.018,0.02,0.4,0.006
201901311800,광진구,80,73,17,0.012,0.028,0.9,0.004
201901311800,도봉구,76,65,15,0.026,0.012,0.7,0.005
201901311800,성동구,88,83,14,0.013,0.03,0.4,0.003
201901311800,강북구,78,64,19,0.028,0.012,0.4,0.004
201901311800,영등포구,84,72,21,0.017,0.019,0.5,0.004
201901311800,양천구,72,63,18,0.021,0.022,0.4,0.005
201901311800,금천구,66,64,19,0.02,0.024,0.4,0.004
201901311800,강서구,73,64,17,0.024,0.017,0.4,0.005
201901311800,관악구,82,74,19,0.018,0.025,0.3,0.005
201901311800,동작구,72,62,19,0.018,0.027,0.4,0.004
201901311800,구로구,76,71,7,0.018,0.022,0.3,0.006
201901311800,강동구,73,63,20,0.01,0.033,0.4,0.005
201901311800,송파구,83,74,17,0.009,0.036,0.5,0.003
201901311800,서초구,85,72,7,0.023,0.022,0.2,0.005
201901311800,강남구,66,62,21,0.012,0.027,0.5,0.005
201901311700,중구,75,59,16,0.023,0.019,0.4,0.004
201901311700,용산구,63,61,12,0.014,0.028,0.4,0.003
201901311700,종로구,43,54,6,0.014,0.025,0.6,0.004
201901311700,은평구,92,82,16,0.026,0.015,0.6,0.006
201901311700,마포구,87,80,16,0.022,0.013,0.4,0.003
201901311700,서대문구,91,78,12,0.02,0.015,0.5,0.003
201901311700,중랑구,66,59,17,0.019,0.018,0.4,0.008
201901311700,도봉구,78,65,14,0.027,0.011,0.9,0.004
201901311700,노원구,76,61,25,0.022,0.015,0.4,0.006
201901311700,강북구,81,64,20,0.027,0.014,0.4,0.004
201901311700,광진구,91,73,17,0.014,0.026,0.9,0.004
201901311700,성북구,93,66,15,0.019,0.024,0.5,0.004
201901311700,동대문구,89,67,22,0.019,0.021,0.4,0.008
201901311700,성동구,103,84,20,0.017,0.027,0.4,0.003
201901311700,구로구,82,72,9,0.022,0.017,0.3,0.007
201901311700,금천구,66,64,19,0.023,0.021,0.4,0.004
201901311700,영등포구,82,72,18,0.018,0.017,0.5,0.005
201901311700,동작구,74,62,21,0.022,0.023,0.4,0.004
201901311700,강서구,75,64,16,0.027,0.016,0.4,0.006
201901311700,양천구,74,63,17,0.022,0.021,0.4,0.004
201901311700,관악구,84,75,14,0.02,0.023,0.3,0.005
201901311700,강동구,76,64,21,0.012,0.029,0.4,0.005
201901311700,강남구,71,62,22,0.014,0.024,0.4,0.006
201901311700,서초구,96,71,10,0.021,0.022,0.2,0.005
201901311700,송파구,91,73,16,0.012,0.03,0.5,0.003
201901311600,종로구,0,58,0,0.0,0.0,0.0,0.0
201901311600,용산구,68,61,14,0.015,0.024,0.4,0.004
201901311600,중구,79,59,17,0.021,0.019,0.5,0.004
201901311600,은평구,100,82,16,0.024,0.015,0.6,0.006
201901311600,서대문구,97,77,12,0.021,0.013,0.5,0.003
201901311600,마포구,94,81,16,0.022,0.012,0.4,0.003
201901311600,광진구,105,72,14,0.014,0.026,0.9,0.004
201901311600,중랑구,60,58,14,0.027,0.014,0.4,0.007
201901311600,노원구,72,62,20,0.026,0.01,0.4,0.006
201901311600,성동구,116,82,18,0.015,0.028,0.4,0.004
201901311600,동대문구,85,65,22,0.021,0.019,0.4,0.008
201901311600,성북구,76,64,17,0.022,0.02,0.5,0.004
201901311600,도봉구,76,64,14,0.031,0.009,0.9,0.005
201901311600,강북구,78,64,18,0.033,0.008,0.4,0.004
201901311600,구로구,86,72,6,0.023,0.015,0.2,0.007
201901311600,영등포구,85,72,20,0.017,0.018,0.3,0.004
201901311600,금천구,66,64,15,0.024,0.019,0.4,0.004
201901311600,관악구,98,75,21,0.021,0.02,0.3,0.005
201901311600,동작구,77,61,18,0.022,0.022,0.4,0.004
201901311600,강서구,76,64,15,0.027,0.014,0.4,0.005
201901311600,양천구,78,62,16,0.023,0.021,0.4,0.004
201901311600,강동구,66,64,17,0.016,0.025,0.4,0.005
201901311600,강남구,74,64,23,0.014,0.022,0.4,0.007
201901311600,송파구,97,72,14,0.013,0.029,0.5,0.003
201901311600,서초구,96,70,10,0.021,0.02,0.2,0.005
201901311500,중구,58,60,14,0.023,0.015,0.4,0.004
201901311500,용산구,66,61,12,0.016,0.024,0.5,0.004
201901311500,종로구,0,58,0,0.0,0.0,0.0,0.0
201901311500,은평구,110,82,13,0.025,0.013,0.6,0.006
201901311500,서대문구,102,77,19,0.022,0.012,0.5,0.003
201901311500,마포구,101,80,15,0.022,0.01,0.4,0.003
201901311500,성북구,62,66,0,0.025,0.017,0.5,0.004
201901311500,노원구,70,63,20,0.026,0.008,0.4,0.006
201901311500,성동구,100,80,21,0.02,0.023,0.4,0.004
201901311500,도봉구,69,65,11,0.03,0.008,1.1,0.005
201901311500,강북구,72,65,16,0.034,0.006,0.4,0.003
201901311500,동대문구,82,64,21,0.022,0.017,0.5,0.008
201901311500,중랑구,59,58,16,0.026,0.013,0.4,0.008
201901311500,광진구,80,70,17,0.019,0.02,0.9,0.004
201901311500,관악구,92,74,17,0.021,0.018,0.3,0.005
201901311500,영등포구,96,71,21,0.017,0.016,0.4,0.004
201901311500,강서구,80,64,12,0.027,0.012,0.4,0.005
201901311500,금천구,67,64,16,0.024,0.019,0.4,0.004
201901311500,구로구,91,72,7,0.022,0.014,0.3,0.007
201901311500,양천구,75,62,15,0.024,0.016,0.4,0.005
201901311500,동작구,83,61,15,0.023,0.02,0.4,0.004
201901311500,강동구,62,63,14,0.022,0.018,0.4,0.005
201901311500,서초구,88,68,10,0.02,0.021,0.2,0.005
201901311500,송파구,89,71,15,0.013,0.028,0.5,0.004
201901311500,강남구,69,65,18,0.013,0.023,0.5,0.007
201901311400,중구,0,62,0,0.0,0.0,0.0,0.0
201901311400,용산구,61,60,12,0.014,0.025,0.5,0.004
201901311400,종로구,70,60,13,0.018,0.02,0.5,0.004
201901311400,은평구,102,79,18,0.023,0.015,0.6,0.006
201901311400,마포구,106,80,16,0.019,0.012,0.4,0.003
201901311400,서대문구,96,75,19,0.02,0.012,0.6,0.003
201901311400,성북구,73,66,13,0.022,0.02,0.6,0.004
201901311400,강북구,70,67,14,0.031,0.007,0.4,0.003
201901311400,중랑구,57,58,15,0.023,0.014,0.4,0.008
201901311400,성동구,99,79,17,0.019,0.022,0.4,0.004
201901311400,노원구,65,64,15,0.024,0.011,0.4,0.006
201901311400,광진구,89,69,21,0.013,0.026,0.9,0.004
201901311400,동대문구,76,65,18,0.019,0.019,0.5,0.01
201901311400,도봉구,79,65,13,0.028,0.009,1.2,0.005
201901311400,구로구,97,71,8,0.021,0.015,0.3,0.007
201901311400,관악구,102,73,17,0.018,0.022,0.4,0.005
201901311400,동작구,73,62,17,0.02,0.023,0.4,0.003
201901311400,양천구,77,62,15,0.021,0.019,0.5,0.004
201901311400,금천구,68,64,18,0.021,0.021,0.4,0.004
201901311400,영등포구,94,70,18,0.015,0.017,0.4,0.004
201901311400,강서구,82,65,14,0.025,0.013,0.4,0.005
201901311400,강남구,69,64,20,0.013,0.024,0.5,0.006
201901311400,송파구,85,70,14,0.011,0.031,0.5,0.004
201901311400,강동구,68,63,19,0.013,0.028,0.5,0.004
201901311400,서초구,84,67,9,0.018,0.021,0.2,0.005
201901311300,용산구,65,59,14,0.01,0.03,0.5,0.003
201901311300,중구,0,60,0,0.0,0.0,0.0,0.0
201901311300,종로구,73,61,16,0.014,0.025,0.5,0.004
201901311300,마포구,97,79,15,0.014,0.016,0.4,0.003
201901311300,은평구,100,77,15,0.021,0.017,0.6,0.005
201901311300,서대문구,94,73,15,0.017,0.015,0.6,0.003
201901311300,노원구,64,63,17,0.02,0.014,0.4,0.006
201901311300,동대문구,80,65,21,0.015,0.022,0.4,0.009
201901311300,성동구,93,79,24,0.011,0.031,0.5,0.004
201901311300,중랑구,57,58,21,0.016,0.021,0.5,0.006
201901311300,성북구,81,68,17,0.018,0.023,0.6,0.004
201901311300,강북구,76,69,21,0.026,0.012,0.4,0.003
201901311300,도봉구,77,65,16,0.024,0.012,1.0,0.005
201901311300,광진구,82,69,17,0.009,0.032,1.0,0.004
201901311300,관악구,86,71,17,0.013,0.027,0.3,0.005
201901311300,동작구,71,62,15,0.015,0.028,0.4,0.003
201901311300,양천구,76,64,16,0.017,0.022,0.4,0.004
201901311300,강서구,80,64,16,0.021,0.017,0.4,0.004
201901311300,영등포구,89,68,20,0.014,0.02,0.3,0.004
201901311300,구로구,90,70,9,0.016,0.02,0.3,0.006
201901311300,금천구,66,63,18,0.016,0.027,0.4,0.004
201901311300,강동구,71,62,18,0.007,0.037,0.5,0.004
201901311300,서초구,84,66,6,0.015,0.025,0.2,0.005
201901311300,강남구,68,62,20,0.008,0.029,0.5,0.006
201901311300,송파구,86,70,14,0.007,0.035,0.5,0.004
201901311200,중구,67,58,14,0.014,0.027,0.5,0.004
201901311200,용산구,64,56,13,0.008,0.032,0.5,0.003
201901311200,종로구,71,60,15,0.012,0.029,0.5,0.004
201901311200,은평구,97,75,18,0.016,0.022,0.6,0.005
201901311200,서대문구,95,71,14,0.013,0.02,0.6,0.003
201901311200,마포구,94,76,12,0.011,0.019,0.6,0.002
201901311200,도봉구,81,64,17,0.017,0.018,1.1,0.005
201901311200,성동구,98,79,24,0.007,0.036,0.5,0.003
201901311200,성북구,68,69,13,0.012,0.032,0.6,0.004
201901311200,강북구,68,70,19,0.02,0.017,0.4,0.004
201901311200,광진구,91,68,17,0.006,0.037,1.0,0.004
201901311200,노원구,59,63,18,0.018,0.016,0.4,0.006
201901311200,동대문구,76,64,22,0.011,0.025,0.5,0.009
201901311200,중랑구,54,57,17,0.013,0.024,0.5,0.008
201901311200,구로구,88,69,6,0.015,0.021,0.3,0.006
201901311200,영등포구,83,67,18,0.012,0.025,0.4,0.004
201901311200,강서구,76,64,14,0.018,0.02,0.4,0.004
201901311200,관악구,90,71,16,0.011,0.03,0.4,0.005
201901311200,동작구,73,62,16,0.013,0.03,0.4,0.003
201901311200,양천구,74,64,15,0.017,0.024,0.4,0.004
201901311200,금천구,67,62,15,0.013,0.03,0.5,0.004
201901311200,강동구,60,62,20,0.007,0.038,0.5,0.005
201901311200,송파구,88,70,14,0.006,0.037,0.5,0.003
201901311200,강남구,66,60,20,0.006,0.033,0.5,0.006
201901311200,서초구,82,63,7,0.012,0.029,0.2,0.005
201901311100,용산구,57,53,13,0.006,0.037,0.5,0.003
201901311100,종로구,66,59,13,0.01,0.03,0.5,0.004
201901311100,중구,59,55,13,0.011,0.032,0.5,0.004
201901311100,서대문구,91,68,18,0.012,0.022,0.6,0.003
201901311100,은평구,97,73,17,0.014,0.024,0.6,0.006
201901311100,마포구,102,75,14,0.01,0.02,0.4,0.003
201901311100,동대문구,65,63,21,0.01,0.026,0.4,0.006
201901311100,성동구,95,75,19,0.006,0.037,0.5,0.003
201901311100,광진구,71,67,21,0.005,0.039,1.1,0.005
201901311100,강북구,64,69,20,0.02,0.016,0.4,0.004
201901311100,노원구,64,63,21,0.017,0.018,0.5,0.006
201901311100,중랑구,54,57,19,0.013,0.023,0.5,0.008
201901311100,성북구,60,67,14,0.014,0.028,0.6,0.004
201901311100,도봉구,60,62,15,0.016,0.02,1.2,0.005
201901311100,영등포구,85,66,18,0.011,0.023,0.4,0.005
201901311100,동작구,68,61,16,0.011,0.034,0.4,0.003
201901311100,강서구,77,63,14,0.018,0.02,0.4,0.004
201901311100,양천구,75,63,15,0.015,0.026,0.4,0.004
201901311100,관악구,93,69,14,0.01,0.033,0.3,0.005
201901311100,금천구,68,59,17,0.009,0.034,0.4,0.004
201901311100,구로구,84,67,8,0.014,0.023,0.3,0.006
201901311100,서초구,80,62,7,0.012,0.029,0.2,0.004
201901311100,송파구,80,68,13,0.005,0.043,0.5,0.004
201901311100,강남구,61,57,16,0.005,0.035,0.5,0.005
201901311100,강동구,60,62,20,0.008,0.034,0.5,0.005
201901311000,용산구,47,52,11,0.004,0.044,0.5,0.004
201901311000,중구,50,54,13,0.009,0.033,0.5,0.004
201901311000,종로구,53,57,13,0.007,0.035,0.6,0.004
201901311000,마포구,103,72,12,0.008,0.024,0.4,0.003
201901311000,은평구,85,70,15,0.012,0.026,0.6,0.006
201901311000,서대문구,74,66,10,0.009,0.025,0.6,0.003
201901311000,노원구,58,63,19,0.014,0.022,0.5,0.006
201901311000,동대문구,56,62,18,0.008,0.026,0.4,0.007
201901311000,성북구,62,67,14,0.011,0.031,0.6,0.004
201901311000,성동구,76,70,19,0.005,0.038,0.5,0.003
201901311000,광진구,66,66,18,0.003,0.042,1.1,0.004
201901311000,도봉구,57,63,13,0.018,0.017,0.9,0.005
201901311000,강북구,60,68,18,0.018,0.019,0.5,0.004
201901311000,중랑구,52,58,19,0.012,0.024,0.5,0.008
201901311000,관악구,80,67,13,0.006,0.04,0.4,0.005
201901311000,동작구,55,59,14,0.007,0.039,0.5,0.004
201901311000,양천구,69,62,14,0.014,0.029,0.4,0.004
201901311000,구로구,85,64,5,0.008,0.03,0.3,0.006
201901311000,금천구,56,57,16,0.007,0.036,0.4,0.004
201901311000,영등포구,79,64,17,0.009,0.025,0.3,0.005
201901311000,강서구,72,62,13,0.016,0.024,0.4,0.004
201901311000,강남구,50,56,18,0.004,0.036,0.5,0.006
201901311000,강동구,57,63,21,0.006,0.036,0.5,0.005
201901311000,송파구,65,68,11,0.004,0.042,0.6,0.004
201901311000,서초구,54,61,7,0.011,0.032,0.2,0.005
201901310900,종로구,50,58,13,0.009,0.031,0.5,0.004
201901310900,용산구,46,54,13,0.006,0.036,0.5,0.004
201901310900,중구,45,56,13,0.01,0.033,0.5,0.004
201901310900,은평구,69,68,15,0.012,0.026,0.6,0.006
201901310900,서대문구,67,65,12,0.008,0.025,0.6,0.004
201901310900,마포구,76,69,16,0.004,0.027,0.4,0.003
201901310900,광진구,53,64,17,0.002,0.041,1.0,0.004
201901310900,동대문구,56,61,19,0.008,0.026,0.4,0.008
201901310900,노원구,57,63,21,0.016,0.02,0.5,0.006
201901310900,성북구,65,67,17,0.011,0.033,0.6,0.004
201901310900,성동구,67,70,19,0.004,0.039,0.5,0.003
201901310900,도봉구,50,64,14,0.019,0.016,0.9,0.005
201901310900,강북구,59,68,18,0.021,0.017,0.5,0.004
201901310900,중랑구,52,59,21,0.011,0.025,0.5,0.008
201901310900,양천구,57,60,11,0.01,0.034,0.4,0.004
201901310900,관악구,58,66,11,0.007,0.037,0.3,0.005
201901310900,금천구,53,56,16,0.007,0.036,0.5,0.004
201901310900,영등포구,61,63,10,0.009,0.029,0.4,0.005
201901310900,강서구,62,61,11,0.015,0.025,0.4,0.004
201901310900,동작구,52,59,13,0.008,0.038,0.4,0.003
201901310900,구로구,63,62,5,0.007,0.032,0.3,0.007
201901310900,송파구,66,68,10,0.003,0.043,0.6,0.004
201901310900,강동구,58,64,24,0.008,0.036,0.5,0.005
201901310900,강남구,48,58,18,0.005,0.033,0.5,0.005
201901310900,서초구,50,62,6,0.008,0.035,0.2,0.005
201901310800,중구,46,58,13,0.01,0.031,0.5,0.004
201901310800,종로구,50,60,14,0.012,0.026,0.5,0.004
201901310800,용산구,45,56,13,0.005,0.039,0.5,0.004
201901310800,은평구,68,66,13,0.015,0.023,0.6,0.006
201901310800,마포구,64,69,13,0.008,0.022,0.4,0.003
201901310800,서대문구,60,63,14,0.01,0.024,0.6,0.004
201901310800,도봉구,58,65,18,0.023,0.011,0.8,0.005
201901310800,중랑구,57,59,26,0.015,0.022,0.5,0.008
201901310800,강북구,67,69,24,0.024,0.015,0.5,0.004
201901310800,노원구,61,63,24,0.016,0.019,0.5,0.006
201901310800,광진구,68,64,22,0.004,0.037,1.0,0.005
201901310800,성동구,74,70,20,0.003,0.039,0.5,0.003
201901310800,동대문구,54,61,20,0.009,0.023,0.4,0.009
201901310800,성북구,59,66,19,0.012,0.031,0.7,0.005
201901310800,양천구,54,60,14,0.012,0.031,0.4,0.004
201901310800,구로구,59,62,0,0.012,0.025,0.2,0.006
201901310800,강서구,53,61,11,0.017,0.023,0.4,0.004
201901310800,금천구,47,57,14,0.012,0.03,0.4,0.004
201901310800,영등포구,63,64,16,0.01,0.024,0.3,0.004
201901310800,관악구,55,67,13,0.01,0.033,0.3,0.005
201901310800,동작구,50,61,15,0.011,0.032,0.4,0.004
201901310800,강남구,49,60,19,0.008,0.028,0.5,0.005
201901310800,송파구,61,67,12,0.007,0.035,0.5,0.004
201901310800,강동구,66,64,30,0.008,0.035,0.5,0.005
201901310800,서초구,55,63,6,0.011,0.031,0.2,0.005
201901310700,용산구,53,59,16,0.009,0.03,0.4,0.004
201901310700,종로구,56,61,16,0.017,0.021,0.5,0.004
201901310700,중구,56,59,18,0.017,0.023,0.5,0.004
201901310700,서대문구,59,63,10,0.013,0.018,0.6,0.004
201901310700,은평구,68,65,13,0.018,0.019,0.7,0.006
201901310700,마포구,66,68,15,0.014,0.017,0.4,0.003
201901310700,노원구,69,62,34,0.017,0.02,0.5,0.006
201901310700,강북구,75,68,30,0.02,0.019,0.5,0.004
201901310700,성북구,68,65,30,0.012,0.032,0.7,0.005
201901310700,동대문구,65,62,28,0.014,0.018,0.4,0.008
201901310700,도봉구,66,65,20,0.023,0.012,0.9,0.005
201901310700,중랑구,63,59,32,0.011,0.028,0.6,0.007
201901310700,성동구,77,71,20,0.008,0.033,0.5,0.003
201901310700,광진구,70,63,23,0.006,0.036,1.0,0.004
201901310700,영등포구,54,63,17,0.009,0.028,0.3,0.004
201901310700,양천구,54,60,15,0.016,0.024,0.4,0.003
201901310700,동작구,56,61,17,0.013,0.03,0.4,0.004
201901310700,금천구,52,58,17,0.014,0.028,0.4,0.004
201901310700,관악구,60,69,13,0.015,0.025,0.3,0.005
201901310700,구로구,51,61,0,0.017,0.019,0.2,0.006
201901310700,강서구,52,62,12,0.023,0.016,0.4,0.004
201901310700,송파구,66,67,16,0.006,0.037,0.5,0.004
201901310700,강동구,69,62,30,0.005,0.041,0.5,0.004
201901310700,강남구,56,61,22,0.008,0.027,0.5,0.006
201901310700,서초구,63,64,6,0.012,0.029,0.2,0.005
201901310600,종로구,63,61,23,0.021,0.017,0.5,0.004
201901310600,용산구,59,58,21,0.014,0.026,0.5,0.004
201901310600,중구,61,59,21,0.019,0.023,0.5,0.004
201901310600,마포구,67,68,14,0.017,0.014,0.4,0.002
201901310600,서대문구,73,64,23,0.021,0.011,0.6,0.004
201901310600,은평구,75,64,22,0.023,0.013,0.7,0.006
201901310600,성북구,79,65,34,0.013,0.033,0.8,0.004
201901310600,중랑구,66,58,34,0.016,0.021,0.6,0.007
201901310600,노원구,71,60,35,0.023,0.013,0.5,0.006
201901310600,도봉구,69,64,27,0.026,0.01,0.9,0.005
201901310600,강북구,84,70,37,0.021,0.019,0.6,0.004
201901310600,성동구,80,72,27,0.013,0.03,0.5,0.004
201901310600,광진구,74,64,32,0.013,0.028,1.1,0.004
201901310600,동대문구,72,61,36,0.017,0.016,0.5,0.008
201901310600,관악구,60,69,19,0.017,0.022,0.3,0.005
201901310600,동작구,60,62,20,0.019,0.023,0.4,0.004
201901310600,영등포구,57,64,14,0.015,0.018,0.3,0.004
201901310600,강서구,55,64,13,0.024,0.014,0.4,0.004
