date,region,Fine dust 1 hour (ã/ã¥),Fine dust 24 hour (ã/ã¥),Ultra fine dust(ã/ã¥),Ozon(ppm),NO2(ppm),CO(ppm),SO2(ppm)
201902282300,중구,85,85,55,0.02,0.064,0.8,0.005
201902282300,종로구,83,87,62,0.037,0.037,0.8,0.005
201902282300,용산구,81,87,68,0.023,0.05,0.7,0.004
201902282300,은평구,91,92,63,0.018,0.047,0.9,0.006
201902282300,서대문구,86,88,64,0.013,0.051,1.6,0.007
201902282300,마포구,108,95,76,0.009,0.072,0.7,0.006
201902282300,광진구,95,96,66,0.014,0.06,1.0,0.005
201902282300,강북구,117,107,72,0.041,0.027,0.7,0.004
201902282300,도봉구,0,91,65,0.034,0.035,0.8,0.006
201902282300,성북구,93,89,60,0.015,0.065,1.2,0.004
201902282300,동대문구,88,93,70,0.028,0.043,0.8,0.01
201902282300,노원구,110,97,81,0.031,0.037,0.8,0.005
201902282300,성동구,96,104,77,0.019,0.061,0.8,0.004
201902282300,중랑구,88,90,69,0.022,0.037,0.8,0.008
201902282300,영등포구,104,96,80,0.016,0.07,0.7,0.003
201902282300,구로구,100,93,66,0.007,0.064,0.6,0.006
201902282300,동작구,97,95,70,0.006,0.078,0.8,0.005
201902282300,양천구,115,101,77,0.014,0.069,1.0,0.005
201902282300,관악구,112,96,76,0.003,0.084,1.0,0.007
201902282300,금천구,90,84,62,0.004,0.076,0.9,0.006
201902282300,강서구,132,106,82,0.023,0.057,0.9,0.007
201902282300,강남구,92,93,77,0.02,0.047,0.7,0.006
201902282300,강동구,95,98,69,0.016,0.067,0.8,0.005
201902282300,서초구,87,91,57,0.012,0.063,0.5,0.005
201902282300,송파구,95,91,63,0.014,0.065,0.8,0.005
201902282200,중구,69,84,46,0.033,0.051,0.6,0.005
201902282200,용산구,68,88,53,0.02,0.059,0.7,0.004
201902282200,종로구,72,87,50,0.042,0.032,0.7,0.005
201902282200,마포구,88,95,62,0.018,0.058,0.7,0.006
201902282200,은평구,73,91,50,0.007,0.055,0.9,0.005
201902282200,서대문구,73,88,53,0.018,0.043,1.5,0.007
201902282200,성동구,86,105,64,0.026,0.052,0.7,0.004
201902282200,중랑구,83,89,65,0.026,0.037,0.7,0.007
201902282200,동대문구,73,93,57,0.041,0.033,0.7,0.009
201902282200,노원구,103,97,76,0.025,0.046,0.8,0.006
201902282200,성북구,95,90,65,0.02,0.059,1.1,0.004
201902282200,강북구,105,109,64,0.056,0.013,0.6,0.004
201902282200,도봉구,98,92,65,0.053,0.017,0.7,0.006
201902282200,광진구,84,96,62,0.029,0.042,0.9,0.006
201902282200,강서구,98,106,59,0.018,0.06,0.8,0.009
201902282200,구로구,89,92,56,0.004,0.065,0.6,0.007
201902282200,양천구,100,102,64,0.02,0.06,0.8,0.006
201902282200,동작구,83,95,57,0.009,0.074,0.7,0.005
201902282200,관악구,102,95,78,0.005,0.074,0.8,0.007
201902282200,금천구,71,83,50,0.013,0.06,0.8,0.006
201902282200,영등포구,84,98,62,0.012,0.073,0.8,0.004
201902282200,송파구,90,91,59,0.014,0.065,0.8,0.005
201902282200,강남구,85,92,62,0.019,0.049,0.7,0.007
201902282200,서초구,77,90,51,0.022,0.051,0.5,0.006
201902282200,강동구,88,98,64,0.029,0.049,0.7,0.005
201902282100,종로구,79,88,55,0.039,0.035,0.7,0.005
201902282100,용산구,82,89,64,0.015,0.068,0.7,0.004
201902282100,중구,73,85,47,0.03,0.05,0.6,0.004
201902282100,은평구,75,93,43,0.018,0.046,0.8,0.006
201902282100,마포구,74,95,46,0.015,0.059,0.6,0.005
201902282100,서대문구,69,89,50,0.031,0.033,1.0,0.004
201902282100,성동구,97,107,62,0.025,0.053,0.7,0.005
201902282100,동대문구,78,95,62,0.04,0.031,0.6,0.009
201902282100,중랑구,94,89,71,0.029,0.036,0.7,0.008
201902282100,강북구,120,108,75,0.056,0.016,0.6,0.004
201902282100,광진구,87,97,63,0.035,0.037,0.9,0.005
201902282100,도봉구,98,93,69,0.054,0.018,0.7,0.006
201902282100,노원구,108,98,80,0.039,0.028,0.7,0.005
201902282100,성북구,84,92,54,0.033,0.042,1.0,0.004
201902282100,구로구,81,91,43,0.004,0.062,0.5,0.008
201902282100,양천구,82,100,51,0.018,0.061,0.7,0.008
201902282100,영등포구,86,100,67,0.021,0.061,0.9,0.005
201902282100,금천구,73,87,45,0.014,0.059,0.7,0.005
201902282100,동작구,88,94,58,0.016,0.061,0.6,0.005
201902282100,강서구,87,106,46,0.028,0.047,0.7,0.01
201902282100,관악구,88,95,60,0.009,0.064,0.7,0.006
201902282100,강동구,105,99,75,0.038,0.039,0.6,0.005
201902282100,송파구,0,90,54,0.005,0.075,0.8,0.005
201902282100,서초구,94,96,63,0.006,0.068,0.5,0.006
201902282100,강남구,98,92,82,0.012,0.059,0.8,0.007
201902282000,용산구,101,90,83,0.022,0.063,0.7,0.005
201902282000,종로구,91,90,64,0.035,0.042,0.8,0.005
201902282000,중구,93,87,61,0.033,0.052,0.7,0.004
201902282000,서대문구,77,92,61,0.036,0.03,1.0,0.004
201902282000,은평구,84,95,49,0.036,0.034,0.8,0.007
