date,region,temp,ground_temp,wind speed(m/s),wind direction(16),precipitation(mm),Fine dust 1 hour (ã/ã¥),Fine dust 24 hour (ã/ã¥),Ultra fine dust(ã/ã¥),Ozon(ppm),NO2(ppm),CO(ppm),SO2(ppm),humidity,vapor_pressure,dew_point,local_pressure,sea_level_pressure,sunshine,ilsa(MJ/m2),snow_cover,total_cloud_volume(10min),lower/middle_cloud_volume(10min),minimum_cloud_height(100m),phenomenon_number,AQI_PM10,AQI_PM2.5,AQI_Ozone,AQI_CO,AQI_SO2,AQI,AQI_Category,Points_High,Points_temp,Points_humidity,Points_wind speed(m/s),Points_wind direction(16),Points_precipitation(mm),Points_total_cloud_volume(10min),Points_ground_temp,Points_ilsa(MJ/m2),Points_snow_cover,Points_sea_level_pressure,Points_vapor_pressure,Points_local_pressure,Points_dew_point,Total_Score,Mode
2019-01-01 00:00:00,강남구,-5.5,-6.0,1.0,290.0,0.0,35,37,26,0.002,0.044,0.7,0.005,54.0,2.2,-13.3,1024.1,1035.3,,,0.0,0.0,0.0,,,61.02272727272727,89.05027932960894,2.5,23.333333333333332,16.666666666666668,89.05027932960894,5,60.833333333333336,0.9,3.6,4.5,1.8,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,74.9,Normal
2019-01-01 01:00:00,강남구,-5.9,-6.5,1.8,270.0,0.0,34,36,26,0.005,0.04,0.7,0.005,56.0,2.2,-13.2,1024.0,1035.2,,,0.0,0.0,0.0,,,59.90909090909091,89.05027932960894,6.25,23.333333333333332,16.666666666666668,89.05027932960894,5,60.833333333333336,0.9,3.6,3.6,2.7,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,74.9,Normal
2019-01-01 02:00:00,강남구,-6.5,-7.1,1.2,290.0,0.0,40,36,30,0.002,0.051,0.9,0.006,60.0,2.3,-12.9,1024.2,1035.5,,,0.0,0.0,0.0,,,66.5909090909091,100.0,2.5,30.000000000000004,20.0,100.0,5,60.833333333333336,0.9,3.6,4.5,1.8,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,74.9,Normal
2019-01-01 03:00:00,강남구,-6.9,-7.3,2.2,270.0,0.0,45,37,33,0.002,0.049,0.9,0.006,62.0,2.3,-12.9,1024.3,1035.6,,,0.0,1.0,0.0,,,72.1590909090909,105.75250836120401,2.5,30.000000000000004,20.0,105.75250836120401,4,48.666666666666664,0.9,2.7,3.6,2.7,1.0,1.0,0.25,,1.0,0.25,0.25,,0.25,62.6,Power
2019-01-01 04:00:00,강남구,-7.2,-7.5,1.2,270.0,0.0,42,39,30,0.002,0.046,0.8,0.005,57.0,2.0,-14.2,1023.9,1035.2,,,0.0,3.0,0.0,,,68.81818181818181,100.0,2.5,26.66666666666667,16.666666666666668,100.0,5,60.833333333333336,0.9,3.6,4.5,2.7,1.0,1.0,0.25,,1.0,0.25,0.25,,0.25,76.5,Normal
2019-01-01 05:00:00,강남구,-7.6,-7.8,2.1,270.0,0.0,49,41,45,0.002,0.04,0.8,0.003,59.0,2.0,-14.2,1023.6,1034.9,,,0.0,1.0,0.0,,,76.61363636363636,125.41806020066889,2.5,26.66666666666667,10.0,125.41806020066889,4,48.666666666666664,0.9,3.6,3.6,2.7,1.0,1.0,0.25,,1.0,0.25,0.25,,0.25,63.5,Power
2019-01-01 06:00:00,강남구,-7.9,-8.0,1.3,290.0,0.0,49,43,38,0.005,0.033,0.7,0.005,60.0,2.0,-14.3,1023.6,1034.9,,,0.0,4.0,0.0,,,76.61363636363636,113.94648829431438,6.25,23.333333333333332,16.666666666666668,113.94648829431438,4,48.666666666666664,0.9,3.6,4.5,1.8,1.0,0.75,0.25,,1.0,0.25,0.25,,0.25,63.2,Power
2019-01-01 07:00:00,강남구,-7.7,-8.1,1.3,320.0,0.0,42,42,39,0.008,0.027,0.6,0.005,58.0,2.0,-14.5,1023.1,1034.4,,,0.0,6.0,0.0,,,68.81818181818181,115.58528428093645,10.0,20.0,16.666666666666668,115.58528428093645,4,48.666666666666664,0.9,3.6,4.5,1.8,1.0,0.5,0.25,,1.0,0.25,0.25,,0.25,63.0,Power
2019-01-01 08:00:00,강남구,-7.7,-7.8,0.9,360.0,0.0,38,42,31,0.002,0.039,0.8,0.005,57.0,2.0,-14.7,1023.0,1034.3,0.0,0.0,0.0,8.0,8.0,41.0,,64.36363636363636,102.47491638795987,2.5,26.66666666666667,16.666666666666668,102.47491638795987,4,48.666666666666664,0.9,3.6,4.5,0.9,1.0,0.25,0.25,0.25,1.0,0.25,0.25,,0.25,62.1,Power
2019-01-01 09:00:00,강남구,-7.0,-5.2,0.9,290.0,0.0,41,42,36,0.002,0.042,1.0,0.005,50.0,1.8,-15.6,1023.2,1034.5,0.0,0.17,0.0,9.0,9.0,35.0,,67.70454545454545,110.66889632107024,2.5,33.333333333333336,16.666666666666668,110.66889632107024,4,48.666666666666664,0.9,4.5,4.5,1.8,1.0,0.25,0.25,0.25,1.0,0.25,0.25,,0.25,63.9,Power
2019-01-01 10:00:00,강남구,-4.9,-1.4,1.6,290.0,0.0,39,40,32,0.008,0.035,0.8,0.006,44.0,1.9,-15.3,1023.3,1034.5,0.6,0.69,0.0,8.0,4.0,29.0,,65.47727272727272,104.11371237458194,10.0,26.66666666666667,20.0,104.11371237458194,4,48.666666666666664,1.8,4.5,3.6,1.8,1.0,0.25,0.25,0.25,1.0,0.25,0.25,,0.25,63.9,Power
2019-01-01 11:00:00,강남구,-3.7,1.3,2.5,290.0,0.0,0,40,33,0.017,0.023,0.5,0.007,41.0,1.9,-15.0,1023.0,1034.1,1.0,1.25,0.0,5.0,1.0,10.0,,0.0,105.75250836120401,21.25,16.666666666666668,23.333333333333336,105.75250836120401,4,48.666666666666664,1.8,4.5,3.6,1.8,1.0,0.75,0.5,0.5,1.0,0.25,0.25,,0.25,64.9,Power
2019-01-01 12:00:00,강남구,-2.8,2.8,2.8,290.0,0.0,29,39,24,0.019,0.017,0.5,0.006,47.0,2.3,-12.5,1022.0,1033.1,1.0,1.41,0.0,8.0,8.0,9.0,,54.34090909090909,83.57541899441341,23.75,16.666666666666668,20.0,83.57541899441341,5,60.833333333333336,1.8,4.5,2.7,1.8,1.0,0.25,0.5,0.5,1.0,0.25,0.25,,0.25,75.6,Normal
2019-01-01 13:00:00,강남구,-1.5,5.1,2.7,270.0,0.0,35,38,33,0.02,0.016,0.5,0.005,49.0,2.7,-10.8,1020.9,1031.9,1.0,1.42,0.0,7.0,7.0,9.0,,61.02272727272727,105.75250836120401,25.0,16.666666666666668,16.666666666666668,105.75250836120401,4,48.666666666666664,1.8,4.5,2.7,2.7,1.0,0.5,0.5,0.5,1.0,0.25,0.25,,0.25,64.6,Power
2019-01-01 14:00:00,강남구,-1.7,3.1,3.5,290.0,0.0,39,38,33,0.022,0.014,0.5,0.005,51.0,2.8,-10.5,1020.4,1031.4,1.0,1.08,0.0,8.0,8.0,9.0,,65.47727272727272,105.75250836120401,27.5,16.666666666666668,16.666666666666668,105.75250836120401,4,48.666666666666664,1.8,3.6,2.7,1.8,1.0,0.25,0.5,0.5,1.0,0.25,0.25,,0.25,62.6,Power
2019-01-01 15:00:00,강남구,-1.5,1.2,3.0,270.0,0.0,37,38,34,0.024,0.012,0.4,0.005,46.0,2.5,-11.6,1020.7,1031.7,0.8,0.66,0.0,4.0,3.0,10.0,,63.25,107.39130434782608,30.0,13.333333333333336,16.666666666666668,107.39130434782608,4,48.666666666666664,1.8,4.5,2.7,2.7,1.0,0.75,0.5,0.25,1.0,0.25,0.25,,0.25,64.6,Power
2019-01-01 16:00:00,강남구,-0.9,1.5,3.2,270.0,0.0,34,38,27,0.025,0.012,0.5,0.005,45.0,2.6,-11.3,1020.6,1031.6,1.0,0.87,0.0,2.0,2.0,11.0,,59.90909090909091,91.78770949720672,31.25,16.666666666666668,16.666666666666668,91.78770949720672,5,60.833333333333336,1.8,4.5,2.7,2.7,1.0,1.0,0.5,0.25,1.0,0.25,0.25,,0.25,77.0,Normal
2019-01-01 17:00:00,강남구,-1.8,-0.6,2.2,290.0,0.0,33,37,33,0.023,0.015,0.5,0.006,48.0,2.6,-11.3,1020.9,1031.9,1.0,0.28,0.0,2.0,2.0,11.0,,58.79545454545455,105.75250836120401,28.75,16.666666666666668,20.0,105.75250836120401,4,48.666666666666664,1.8,4.5,3.6,1.8,1.0,1.0,0.25,0.25,1.0,0.25,0.25,,0.25,64.6,Power
2019-01-01 18:00:00,강남구,-2.7,-1.6,2.6,270.0,0.0,30,35,30,0.02,0.019,0.4,0.006,45.0,2.3,-13.0,1021.0,1032.1,0.1,0.01,0.0,1.0,1.0,10.0,,55.45454545454545,100.0,25.0,13.333333333333336,20.0,100.0,5,60.833333333333336,1.8,4.5,2.7,2.7,1.0,1.0,0.25,0.25,1.0,0.25,0.25,,0.25,76.8,Normal
2019-01-01 19:00:00,강남구,-3.2,-2.5,3.2,270.0,0.0,30,33,27,0.019,0.02,0.4,0.005,45.0,2.2,-13.4,1021.8,1032.9,,,0.0,0.0,0.0,,,55.45454545454545,91.78770949720672,23.75,13.333333333333336,16.666666666666668,91.78770949720672,5,60.833333333333336,1.8,4.5,2.7,2.7,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,75.8,Normal
2019-01-01 20:00:00,강남구,-3.9,-3.2,3.5,290.0,0.0,27,32,23,0.016,0.022,0.4,0.005,42.0,1.9,-14.9,1022.2,1033.3,,,0.0,1.0,0.0,,,52.11363636363637,80.83798882681565,20.0,13.333333333333336,16.666666666666668,80.83798882681565,5,60.833333333333336,1.8,4.5,2.7,1.8,1.0,1.0,0.25,,1.0,0.25,0.25,,0.25,75.6,Normal
2019-01-01 21:00:00,강남구,-4.6,-4.2,2.6,340.0,0.0,26,30,23,0.017,0.019,0.4,0.004,36.0,1.6,-17.4,1022.6,1033.8,,,0.0,0.0,0.0,,,51.0,80.83798882681565,21.25,13.333333333333336,13.333333333333334,80.83798882681565,5,60.833333333333336,1.8,3.6,2.7,0.9,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,73.1,Normal
2019-01-01 22:00:00,강남구,-5.4,-5.1,3.1,290.0,0.0,23,29,19,0.021,0.015,0.4,0.005,43.0,1.8,-16.0,1022.9,1034.1,,,0.0,2.0,0.0,,,46.0,69.88826815642459,26.25,13.333333333333336,16.666666666666668,69.88826815642459,5,60.833333333333336,0.9,4.5,2.7,1.8,1.0,1.0,0.25,,1.0,0.25,0.25,,0.25,74.7,Normal
2019-01-01 23:00:00,강남구,-6.0,-5.9,1.1,20.0,0.0,23,28,18,0.021,0.015,0.4,0.005,48.0,1.9,-15.2,1022.7,1033.9,,,0.0,0.0,0.0,,,46.0,67.15083798882682,26.25,13.333333333333336,16.666666666666668,67.15083798882682,5,60.833333333333336,0.9,4.5,4.5,2.7,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,76.7,Normal
2019-01-02 00:00:00,강남구,-6.7,-6.7,1.3,320.0,0.0,20,26,18,0.018,0.017,0.5,0.005,50.0,1.8,-15.4,1023.0,1034.3,,,0.0,0.0,0.0,,,40.0,67.15083798882682,22.5,16.666666666666668,16.666666666666668,67.15083798882682,5,60.833333333333336,0.9,4.5,4.5,1.8,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,75.8,Normal
2019-01-02 01:00:00,강남구,-7.2,-7.2,0.8,290.0,0.0,22,25,20,0.017,0.019,0.5,0.006,52.0,1.8,-15.4,1023.2,1034.5,,,0.0,0.0,0.0,,,44.0,72.62569832402235,21.25,16.666666666666668,20.0,72.62569832402235,5,60.833333333333336,0.9,3.6,4.5,1.8,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,74.9,Normal
2019-01-02 02:00:00,강남구,-7.8,-7.9,1.3,270.0,0.0,22,25,20,0.016,0.02,0.5,0.006,54.0,1.8,-15.5,1023.6,1034.9,,,0.0,0.0,0.0,,,44.0,72.62569832402235,20.0,16.666666666666668,20.0,72.62569832402235,5,60.833333333333336,0.9,3.6,4.5,2.7,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,75.8,Normal
2019-01-02 03:00:00,강남구,-8.0,-8.3,0.9,290.0,0.0,23,24,20,0.013,0.024,0.5,0.006,55.0,1.8,-15.4,1023.6,1034.9,,,0.0,0.0,0.0,,,46.0,72.62569832402235,16.25,16.666666666666668,20.0,72.62569832402235,5,60.833333333333336,0.9,3.6,4.5,1.8,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,74.9,Normal
2019-01-02 04:00:00,강남구,-8.4,-8.7,1.3,270.0,0.0,23,24,17,0.014,0.022,0.4,0.006,59.0,1.9,-14.9,1023.1,1034.4,,,0.0,0.0,0.0,,,46.0,64.41340782122906,17.5,13.333333333333336,20.0,64.41340782122906,5,60.833333333333336,0.9,3.6,4.5,2.7,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,75.8,Normal
2019-01-02 05:00:00,강남구,-8.5,-9.0,0.8,290.0,0.0,23,24,19,0.007,0.03,0.5,0.005,57.0,1.8,-15.5,1022.9,1034.2,,,0.0,0.0,0.0,,,46.0,69.88826815642459,8.75,16.666666666666668,16.666666666666668,69.88826815642459,5,60.833333333333336,0.9,3.6,4.5,1.8,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,74.9,Normal
2019-01-02 06:00:00,강남구,-8.5,-9.3,0.6,270.0,0.0,25,24,19,0.001,0.041,0.7,0.004,57.0,1.8,-15.5,1023.3,1034.6,,,0.0,0.0,0.0,,,50.0,69.88826815642459,1.25,23.333333333333332,13.333333333333334,69.88826815642459,5,60.833333333333336,0.9,3.6,4.5,2.7,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,75.8,Normal
2019-01-02 07:00:00,강남구,-8.5,-9.6,0.7,320.0,0.0,32,25,23,0.002,0.049,0.7,0.005,61.0,2.0,-14.6,1023.8,1035.1,,,0.0,0.0,0.0,,,57.68181818181818,80.83798882681565,2.5,23.333333333333332,16.666666666666668,80.83798882681565,5,60.833333333333336,0.9,2.7,4.5,1.8,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,74.0,Normal
2019-01-02 08:00:00,강남구,-8.7,-9.7,0.8,290.0,0.0,36,27,27,0.002,0.045,0.8,0.006,63.0,2.0,-14.4,1024.5,1035.9,0.0,0.0,0.0,0.0,0.0,,,62.13636363636363,91.78770949720672,2.5,26.66666666666667,20.0,91.78770949720672,5,60.833333333333336,0.9,2.7,4.5,1.8,1.0,0.25,0.25,0.25,1.0,0.25,0.25,,0.25,74.2,Normal
2019-01-02 09:00:00,강남구,-7.5,-7.7,1.4,320.0,0.0,36,29,36,0.002,0.045,0.9,0.005,51.0,1.8,-15.9,1025.1,1036.4,0.6,0.26,0.0,0.0,0.0,,,62.13636363636363,110.66889632107024,2.5,30.000000000000004,16.666666666666668,110.66889632107024,4,48.666666666666664,0.9,3.6,4.5,1.8,1.0,0.25,0.25,0.25,1.0,0.25,0.25,,0.25,63.0,Power
2019-01-02 10:00:00,강남구,-5.6,-3.0,1.5,320.0,0.0,44,32,34,0.003,0.047,1.0,0.005,40.0,1.6,-17.0,1025.4,1036.6,1.0,0.88,0.0,0.0,0.0,,,71.04545454545455,107.39130434782608,3.75,33.333333333333336,16.666666666666668,107.39130434782608,4,48.666666666666664,0.9,4.5,4.5,1.8,1.0,0.25,0.25,0.25,1.0,0.25,0.25,,0.25,63.9,Power
2019-01-02 11:00:00,강남구,-4.1,1.3,2.2,320.0,0.0,44,35,41,0.008,0.037,0.8,0.006,33.0,1.5,-18.0,1024.8,1036.0,1.0,1.36,0.0,0.0,0.0,,,71.04545454545455,118.8628762541806,10.0,26.66666666666667,20.0,118.8628762541806,4,48.666666666666664,1.8,3.6,3.6,1.8,1.0,0.25,0.5,0.5,1.0,0.25,0.25,,0.25,63.5,Power
2019-01-02 12:00:00,강남구,-2.8,4.6,3.2,320.0,0.0,29,34,24,0.016,0.023,0.5,0.008,29.0,1.4,-18.4,1023.8,1034.9,1.0,1.69,0.0,0.0,0.0,,,54.34090909090909,83.57541899441341,20.0,16.666666666666668,26.666666666666668,83.57541899441341,5,60.833333333333336,1.8,2.7,2.7,1.8,1.0,0.25,0.5,0.75,1.0,0.25,0.25,,0.25,74.1,Normal
2019-01-02 13:00:00,강남구,-1.8,7.2,3.0,320.0,0.0,28,33,24,0.014,0.026,0.5,0.006,26.0,1.4,-18.8,1022.8,1033.8,1.0,1.81,0.0,0.0,0.0,,,53.22727272727273,83.57541899441341,17.5,16.666666666666668,20.0,83.57541899441341,5,60.833333333333336,1.8,2.7,2.7,1.8,1.0,0.25,0.5,0.75,1.0,0.25,0.25,,0.25,74.1,Normal
2019-01-02 14:00:00,강남구,-0.2,8.4,2.5,270.0,0.0,31,32,25,0.016,0.026,0.5,0.005,22.0,1.3,-19.4,1022.2,1033.2,1.0,1.73,0.0,0.0,0.0,,,56.56818181818182,86.31284916201118,20.0,16.666666666666668,16.666666666666668,86.31284916201118,5,60.833333333333336,1.8,2.7,3.6,2.7,1.0,0.25,0.5,0.75,1.0,0.25,0.25,,0.25,75.9,Normal
2019-01-02 15:00:00,강남구,0.0,7.0,2.6,290.0,0.0,21,29,15,0.013,0.02,0.5,0.006,23.0,1.4,-18.7,1022.2,1033.2,1.0,1.43,0.0,0.0,0.0,,,42.0,58.93854748603352,16.25,16.666666666666668,20.0,58.93854748603352,5,60.833333333333336,1.8,2.7,2.7,1.8,1.0,0.25,0.5,0.5,1.0,0.25,0.25,,0.25,73.8,Normal
2019-01-02 16:00:00,강남구,0.0,3.0,2.0,320.0,0.0,20,28,8,0.016,0.023,0.5,0.005,22.0,1.3,-19.2,1022.2,1033.2,1.0,0.94,0.0,0.0,0.0,,,40.0,33.333333333333336,20.0,16.666666666666668,16.666666666666668,40.0,6,73.0,1.8,2.7,3.6,1.8,1.0,0.25,0.5,0.25,1.0,0.25,0.25,,0.25,86.6,Weak
2019-01-02 17:00:00,강남구,-1.0,-0.7,1.8,270.0,0.0,0,28,0,0.014,0.029,0.5,0.006,32.0,1.8,-15.6,1022.1,1033.1,1.0,0.37,0.0,0.0,0.0,,,0.0,0.0,17.5,16.666666666666668,20.0,20.0,6,73.0,1.8,3.6,3.6,2.7,1.0,0.25,0.25,0.25,1.0,0.25,0.25,,0.25,88.2,Weak
2019-01-02 18:00:00,강남구,-2.6,-1.9,2.2,270.0,0.0,37,29,32,0.009,0.035,0.5,0.005,37.0,1.9,-15.3,1022.8,1033.9,0.1,0.01,0.0,0.0,0.0,,,63.25,104.11371237458194,11.25,16.666666666666668,16.666666666666668,104.11371237458194,4,48.666666666666664,1.8,3.6,3.6,2.7,1.0,0.25,0.25,0.25,1.0,0.25,0.25,,0.25,63.9,Power
2019-01-02 19:00:00,강남구,-3.3,-2.8,2.0,270.0,0.0,38,32,31,0.007,0.039,0.6,0.006,39.0,1.9,-15.3,1023.0,1034.1,,,0.0,0.0,0.0,,,64.36363636363636,102.47491638795987,8.75,20.0,20.0,102.47491638795987,4,48.666666666666664,1.8,3.6,3.6,2.7,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,63.6,Power
2019-01-02 20:00:00,강남구,-3.9,-3.6,1.1,290.0,0.0,37,35,30,0.007,0.038,0.6,0.006,43.0,2.0,-14.6,1023.0,1034.1,,,0.0,0.0,0.0,,,63.25,100.0,8.75,20.0,20.0,100.0,5,60.833333333333336,1.8,4.5,4.5,1.8,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,76.7,Normal
2019-01-02 21:00:00,강남구,-4.4,-4.1,1.7,270.0,0.0,42,36,36,0.004,0.042,0.7,0.006,44.0,1.9,-14.8,1022.9,1034.1,,,0.0,0.0,0.0,,,68.81818181818181,110.66889632107024,5.0,23.333333333333332,20.0,110.66889632107024,4,48.666666666666664,1.8,4.5,3.6,2.7,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,64.5,Power
2019-01-02 22:00:00,강남구,-4.3,-4.6,2.0,320.0,0.0,41,36,33,0.004,0.042,0.7,0.007,47.0,2.1,-13.9,1023.1,1034.3,,,0.0,0.0,0.0,,,67.70454545454545,105.75250836120401,5.0,23.333333333333332,23.333333333333336,105.75250836120401,4,48.666666666666664,1.8,4.5,3.6,1.8,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,63.6,Power
2019-01-02 23:00:00,강남구,-4.6,-5.1,1.6,290.0,0.0,37,36,31,0.004,0.042,0.6,0.004,47.0,2.0,-14.2,1023.5,1034.7,,,0.0,0.0,0.0,,,63.25,102.47491638795987,5.0,20.0,13.333333333333334,102.47491638795987,4,48.666666666666664,1.8,4.5,3.6,1.8,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,63.6,Power
2019-01-03 00:00:00,강남구,-5.4,-5.7,2.4,290.0,0.0,35,36,28,0.007,0.035,0.6,0.005,46.0,1.9,-15.2,1023.8,1035.0,,,0.0,0.0,0.0,,,61.02272727272727,94.52513966480447,8.75,20.0,16.666666666666668,94.52513966480447,5,60.833333333333336,0.9,4.5,3.6,1.8,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,74.9,Normal
2019-01-03 01:00:00,강남구,-6.1,-6.5,0.8,320.0,0.0,32,35,22,0.009,0.03,0.5,0.005,48.0,1.9,-15.3,1023.8,1035.0,,,0.0,0.0,0.0,,,57.68181818181818,78.10055865921788,11.25,16.666666666666668,16.666666666666668,78.10055865921788,5,60.833333333333336,0.9,4.5,4.5,1.8,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,75.8,Normal
2019-01-03 02:00:00,강남구,-7.0,-7.2,0.8,290.0,0.0,30,34,21,0.006,0.033,0.6,0.005,53.0,1.9,-14.9,1024.0,1035.3,,,0.0,0.0,0.0,,,55.45454545454545,75.36312849162012,7.5,20.0,16.666666666666668,75.36312849162012,5,60.833333333333336,0.9,3.6,4.5,1.8,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,74.9,Normal
2019-01-03 03:00:00,강남구,-7.5,-7.8,0.7,290.0,0.0,31,33,21,0.004,0.036,0.6,0.005,51.0,1.8,-15.9,1024.2,1035.5,,,0.0,0.0,0.0,,,56.56818181818182,75.36312849162012,5.0,20.0,16.666666666666668,75.36312849162012,5,60.833333333333336,0.9,3.6,4.5,1.8,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,74.9,Normal
2019-01-03 04:00:00,강남구,-7.7,-7.9,2.4,270.0,0.0,32,33,25,0.002,0.039,0.7,0.005,53.0,1.8,-15.6,1024.0,1035.3,,,0.0,0.0,0.0,,,57.68181818181818,86.31284916201118,2.5,23.333333333333332,16.666666666666668,86.31284916201118,5,60.833333333333336,0.9,3.6,3.6,2.7,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,74.9,Normal
2019-01-03 05:00:00,강남구,-8.0,-8.2,1.1,290.0,0.0,35,34,29,0.002,0.04,0.7,0.004,57.0,1.9,-15.0,1024.1,1035.4,,,0.0,0.0,0.0,,,61.02272727272727,97.26256983240224,2.5,23.333333333333332,13.333333333333334,97.26256983240224,5,60.833333333333336,0.9,3.6,4.5,1.8,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,74.9,Normal
2019-01-03 06:00:00,강남구,-8.1,-8.5,1.7,270.0,0.0,34,34,26,0.002,0.04,0.7,0.005,54.0,1.8,-15.7,1024.5,1035.8,,,0.0,0.0,0.0,,,59.90909090909091,89.05027932960894,2.5,23.333333333333332,16.666666666666668,89.05027932960894,5,60.833333333333336,0.9,3.6,3.6,2.7,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,74.9,Normal
2019-01-03 07:00:00,강남구,-8.3,-8.8,0.7,360.0,0.0,31,34,25,0.002,0.042,0.8,0.005,58.0,1.9,-15.1,1024.5,1035.8,,,0.0,0.0,0.0,,,56.56818181818182,86.31284916201118,2.5,26.66666666666667,16.666666666666668,86.31284916201118,5,60.833333333333336,0.9,3.6,4.5,0.9,1.0,0.25,0.25,,1.0,0.25,0.25,,0.25,74.0,Normal
2019-01-03 08:00:00,강남구,-8.4,-9.1,0.9,290.0,0.0,41,35,31,0.002,0.047,0.9,0.005,56.0,1.8,-15.6,1024.7,1036.1,0.0,0.0,0.0,0.0,0.0,,,67.70454545454545,102.47491638795987,2.5,30.000000000000004,16.666666666666668,102.47491638795987,4,48.666666666666664,0.9,3.6,4.5,1.8,1.0,0.25,0.25,0.25,1.0,0.25,0.25,,0.25,63.0,Power
2019-01-03 09:00:00,강남구,-7.7,-7.4,0.5,20.0,0.0,49,37,38,0.003,0.047,1.0,0.005,43.0,1.5,-18.1,1025.3,1036.6,0.6,0.25,0.0,0.0,0.0,,,76.61363636363636,113.94648829431438,3.75,33.333333333333336,16.666666666666668,113.94648829431438,4,48.666666666666664,0.9,4.5,4.5,2.7,1.0,0.25,0.25,0.25,1.0,0.25,0.25,,0.25,64.8,Power
2019-01-03 10:00:00,강남구,-4.8,-2.4,1.0,320.0,0.0,51,40,39,0.003,0.047,1.1,0.006,33.0,1.4,-18.6,1025.8,1037.0,1.0,0.86,0.0,0.0,0.0,,,78.8409090909091,115.58528428093645,3.75,36.66666666666667,20.0,115.58528428093645,4,48.666666666666664,1.8,3.6,4.5,1.8,1.0,0.25,0.25,0.25,1.0,0.25,0.25,,0.25,63.9,Power
2019-01-03 11:00:00,강남구,-2.4,2.4,1.3,290.0,0.0,60,44,54,0.004,0.054,1.3,0.006,30.0,1.5,-17.6,1025.8,1036.9,1.0,1.35,0.0,0.0,0.0,,,88.86363636363636,140.16722408026754,5.0,43.333333333333336,20.0,140.16722408026754,4,48.666666666666664,1.8,3.6,4.5,1.8,1.0,0.25,0.5,0.5,1.0,0.25,0.25,,0.25,64.4,Power
2019-01-03 12:00:00,강남구,-0.4,5.8,1.9,290.0,0.0,59,48,49,0.008,0.044,0.9,0.006,26.0,1.5,-17.6,1025.0,1036.0,1.0,1.68,0.0,0.0,0.0,,,87.75,131.97324414715717,10.0,30.000000000000004,20.0,131.97324414715717,4,48.666666666666664,1.8,2.7,3.6,1.8,1.0,0.25,0.5,0.75,1.0,0.25,0.25,,0.25,62.8,Power
2019-01-03 13:00:00,강남구,1.1,8.3,1.4,270.0,0.0,0,49,0,0.0,0.0,0.0,0.0,22.0,1.5,-18.3,1024.1,1035.0,1.0,1.79,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6,73.0,1.8,2.7,4.5,2.7,1.0,0.25,0.5,0.75,1.0,0.25,0.25,,0.25,89.0,Weak
2019-01-03 14:00:00,강남구,2.4,9.3,1.9,180.0,0.0,0,51,0,0.0,0.0,0.0,0.0,20.0,1.5,-18.3,1023.4,1034.3,1.0,1.69,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6,73.0,1.8,2.7,3.6,3.6,1.0,0.25,0.5,0.75,1.0,0.25,0.25,,0.25,89.0,Weak
2019-01-03 15:00:00,강남구,2.9,8.0,2.3,180.0,0.0,0,51,16,0.01,0.034,0.6,0.007,20.0,1.5,-17.9,1023.2,1034.0,1.0,1.37,0.0,1.0,0.0,,,0.0,61.675977653631286,12.5,20.0,23.333333333333336,61.675977653631286,5,60.833333333333336,1.8,2.7,3.6,3.6,1.0,1.0,0.5,0.5,1.0,0.25,0.25,,0.25,77.3,Normal
2019-01-03 16:00:00,강남구,3.2,4.4,1.7,180.0,0.0,0,0,30,0.009,0.036,0.5,0.005,19.0,1.5,-18.2,1022.9,1033.7,1.0,0.92,0.0,0.0,0.0,,,0.0,100.0,11.25,16.666666666666668,16.666666666666668,100.0,5,60.833333333333336,1.8,1.8,3.6,3.6,1.0,0.25,0.5,0.25,1.0,0.25,0.25,,0.25,75.4,Normal
